frecuencia_cardiaca,potencia,cadencia,tiempo,temperatura,pendiente,velocidad,fatiga
167,214,94,24.156829768845153,15.353378956833163,-0.65661314085472,18.77095847695503,63.3
170,204,80,73.53527459456231,19.36815358146388,11.092845221393322,11.346767128554909,50.4
125,295,96,26.77657252694986,16.907385052836098,4.523098392373502,18.585122930352114,56.67
139,413,64,172.3727470728994,16.185584935552793,7.762401618988902,26.644857122843693,78.33
93,213,78,144.64813137509208,29.138823799479102,4.485672559304877,40.38445714799186,62.36
91,174,73,50.32196403031739,17.706515429371443,4.392731451306329,17.513714101510963,24.03
95,316,85,107.99699007031795,28.960464580612555,-3.3994175278631356,38.79165813418744,59.6
143,376,63,176.9078401390143,11.753638423256618,0.842274274354752,44.67733873407535,63.36
93,348,84,159.73482117301302,14.253231805813055,-0.19867472232930083,28.157873924334282,81.03
143,263,104,110.13972812738466,18.23620762000376,1.6423822154314252,42.85727966570373,40.39
182,291,101,163.15169425567234,27.91140750687075,8.571851199813581,32.18629392140382,78.8
152,326,84,178.1073592173378,30.27523735262128,1.3228553545867028,35.4836334832362,68.56
107,276,77,135.08674400638424,23.281509003385814,2.678845926938606,31.051138413528108,54.34
179,198,99,16.372621659506454,23.37372743731687,1.7554836382503805,28.526908670053672,45.8
133,135,67,75.27654137446031,31.735505541958542,-3.4120644764199746,19.386137671033975,55.27
123,195,98,151.61950367456797,10.474632752967473,2.498226690263323,22.127762378441844,47.63
163,251,99,45.34960926587833,20.23270073422662,-1.6746423582432444,21.59880475774436,30.59
151,250,73,150.3624406063593,34.56121171357698,-1.825703971858295,32.53155723815259,70.98
189,289,91,26.05928335612429,28.096582306401167,-3.4013862246174718,14.798147720955598,69.06
103,323,97,13.215437500867276,20.116813982662613,1.0634065604100007,46.6716676280934,52.51
184,136,92,72.21585701096868,37.16574376989021,7.877192041420095,38.82620581132453,32.32
137,367,82,11.428089049657384,33.178681823481476,-0.3004912600822669,26.057825236527744,45.0
104,282,74,172.52229602208197,17.946863417102,0.3099347320537307,16.34496578105512,29.83
161,112,92,149.58599676394402,29.358695125771508,5.9254691804312,45.27968678886543,49.41
167,378,84,145.13469524772813,27.8725218456687,-1.6707061860223789,42.95112360404661,51.08
176,316,76,115.21113652432679,22.035637421169483,10.248284817200084,38.86886210868717,40.78
151,385,92,42.856704031396866,21.00868237614402,3.843238895276425,20.861881896449695,76.39
129,372,106,95.69556416836863,20.30681424327112,2.6092499854436886,26.097865497346756,68.94
174,161,61,109.52296267530969,28.514673501869403,4.482943262796423,14.109930098096935,44.92
169,183,73,96.88051265054693,23.272298094420087,-2.1774166719246772,17.56158098910127,46.0
171,316,99,50.540839391517274,34.95589339754266,5.429043356865996,41.32066549266931,29.42
142,441,99,95.16838675507702,30.088078484018858,1.172712522778177,38.60154875402735,79.5
113,286,98,90.95760965200965,12.097948171283024,10.252167796398522,33.739430519037384,39.88
115,118,65,179.35876076617674,29.205046714844983,-2.1294784864793357,45.829069037046914,43.52
178,276,65,162.0513259080857,18.134423095005545,3.619868765712498,33.33066071252182,29.61
149,199,62,86.09163093773348,27.78435974960268,5.167914699273306,28.67871999854443,59.01
130,332,66,114.01404201364576,30.40395793310354,-4.432478769631519,23.614829852230507,49.04
118,175,67,135.87753071614,16.924875674620363,1.182783120854384,47.6179402294469,23.62
104,364,101,11.101403040919358,23.70575934641106,7.454798989914158,13.30861846097414,48.41
134,383,74,161.611252214872,15.709745884572033,8.946417626632547,47.235494882432334,56.53
154,305,106,155.52219287313665,11.57016627359525,0.32375391189379954,43.068586397240736,70.33
178,322,88,85.05061711039878,21.35429270457607,8.576085630506771,15.197196981428052,56.74
160,151,92,73.45470906406646,20.88832815537976,11.451849910757609,32.599374307010144,59.15
98,438,89,52.767890599855114,39.864414721127716,9.566856913276599,44.66191926996348,66.52
177,243,98,88.41844495781447,23.390570535929264,-3.0000522012914717,32.87236654428615,63.53
90,168,86,12.765916118316435,20.007086484166013,7.575415645454191,46.28799286242489,30.26
97,198,95,154.13386833572636,27.414250201500238,0.4343361514892603,47.7193526726417,58.51
177,124,88,11.198914473245388,12.663021823233054,11.8030718200053,26.895380887372234,23.04
152,152,97,62.583988939727426,38.8499720786444,3.2511027137180815,25.092546456252943,45.07
100,250,92,168.02816045582324,29.048801367730995,-2.9186237278980025,47.45284615876627,43.99
170,243,96,133.66221454160424,32.64513459822543,7.328154316465643,37.005602445986725,74.3
97,156,86,54.243418101067185,15.114338145217527,0.4911903725656348,14.640907253926772,51.09
124,138,92,49.21359144315489,22.284335590156118,11.950328670388249,11.691669968907249,37.0
124,208,63,5.889374468154544,22.680673401885684,11.656301783526871,32.58516203989053,23.72
122,280,81,126.75000124870628,34.65419331703261,6.154278306349871,47.20683861753698,59.14
94,141,61,13.53712679280529,10.037100392782284,-2.792950367820801,43.76994809623274,5.03
130,285,69,98.20544089513336,19.02559325059765,6.676636960475495,37.03390985857346,71.32
117,322,64,173.3713452036087,39.437091230329116,-3.4184817301795376,15.564633955643501,55.86
96,221,69,24.15705050952943,24.246596305186557,-4.50080929525933,20.169255349947825,37.1
162,232,92,161.5339879194118,21.47578840732025,8.990293585765263,45.020449062104646,46.26
161,262,97,178.50818365038342,13.594870060529392,-1.434199889377417,17.31228946627602,46.2
101,314,72,15.765479591866134,39.22493885884047,1.4434611457246556,21.13757633001738,58.55
123,320,90,159.50859709905572,10.600790677774734,11.548775629594942,15.184026047817678,55.97
122,334,106,95.31382857763292,32.11540675021729,0.7262885316387555,37.04432925657645,56.95
137,430,95,163.63990090280151,33.05799414365525,0.04032628181635989,47.75929221452839,58.41
112,245,104,104.98081483592547,17.309701481916,10.609535993587178,20.75872126381544,57.6
151,338,83,120.8696017686488,30.14675330839112,-3.117276429577712,29.01626431400295,73.29
177,175,74,100.16130889954486,12.787874331381698,7.912900971948741,35.37358958844817,43.75
126,108,88,156.286254053786,17.711417992962396,11.79711463309716,49.97864992862523,53.35
188,173,67,133.4342358168978,33.637059648767945,10.32203218316903,14.192322599902884,53.65
133,352,64,96.22055463157261,35.940585761006204,6.078354618009241,29.942831980228366,70.82
175,329,88,156.9281407090207,28.25459237979374,0.3390335148764434,25.404804796100002,46.33
180,106,106,47.92496814468355,25.205152954614476,-0.676526319968616,44.63280660889421,42.13
124,273,63,32.534615447942045,14.779120618569408,8.927336782814839,29.038709240466236,42.23
154,240,71,33.070018432762616,11.893270992374505,9.95697253717882,14.439100983405924,48.62
188,267,104,63.45155378041663,13.529470854206759,3.9323935132767787,35.37696581146335,54.85
136,269,61,46.770755477678065,16.820719002882964,-0.8462210066300759,40.83122473055519,47.52
167,382,86,167.76581133920428,20.250235056907627,-3.0799654570100494,10.115250066624583,77.32
92,221,90,23.5209664200022,21.427285765329614,-3.5179490468588703,44.35826741682518,28.16
90,293,95,127.32337915692784,20.389653057670106,7.224316605015545,17.440920000226626,57.52
94,104,95,38.11376946237603,17.171659965917968,2.1420183734113243,32.082774586135116,41.22
179,128,85,159.2864982348113,25.291727402550944,10.391117862723796,26.631900027498006,31.73
103,264,102,173.2301754323588,34.7585832469869,7.574412112354983,38.786152664421216,44.12
116,438,86,86.45725153474713,18.391106154144374,-1.748572895452026,24.846464591429672,53.59
98,235,64,158.83750903992305,38.271610573066994,5.434216119866884,44.79052706726843,36.17
168,420,79,5.900404882075084,36.200099851715436,2.4035927247687088,39.21985443835161,59.5
104,441,70,148.49071054641752,14.852926340563288,4.813245423066423,35.908526842516864,77.35
179,244,69,45.00940326686162,33.588278702712834,7.547175096754792,41.849623822514175,70.6
131,426,99,164.02272912213937,27.237621469533,8.705329977064444,40.16092139713529,71.37
166,316,97,5.19601950901916,26.997260865142557,9.343534548914313,11.437546996862133,52.37
140,400,65,102.33180363195747,21.73128289174523,-0.6824271322755795,25.789374153793126,73.56
152,231,67,137.41126566236358,25.034589975460293,-4.47103480140492,47.23229189265959,21.74
185,391,82,50.270457872133896,21.91536332287633,7.5680104978011435,15.028970759689049,54.02
141,169,106,38.798251302776286,26.191978562798283,-3.192156653651832,39.48386201728205,10.03
185,351,85,19.717189281897312,28.838501583179074,0.35363300642045026,48.983672453413185,46.66
93,374,105,62.125875888076266,30.229114192271453,-4.935108719886099,12.087945161798865,45.63
183,281,102,102.97275465404516,25.974435776782784,6.588381200827541,37.287755225064416,77.16
112,266,71,25.27267493654509,31.64266201986195,-2.1587558049892386,28.726165652041217,10.97
104,190,85,70.92168834768978,14.238341478265173,6.139800964758189,33.167010214988885,32.04
132,301,72,6.587670814226868,16.359474727067155,11.85962449185326,13.413653459372995,56.7
118,445,99,148.2688985874723,34.5620501222281,-3.7645951826297233,11.72027807467758,75.85
125,118,77,27.47852566630849,19.675839335392453,-3.6896737968251685,36.674666422036864,47.91
102,138,84,54.58501594647678,10.686814749283608,0.7864615753334734,42.93237719282872,31.19
121,225,92,8.224850779188056,14.613734490040933,9.728570742272815,41.28061339731869,43.19
160,272,106,80.64213718118965,16.70843303488934,-1.3359922305473586,31.752229114649495,29.24
148,240,99,152.0212629797133,38.719686636837615,1.1264229388159084,13.994672845447127,45.04
175,341,102,73.6264620029094,27.191242867925478,-3.835408087341347,37.52177775344055,38.93
117,319,71,36.412031599170845,37.98192221428764,7.97363995140112,19.675555342165836,60.88
155,225,103,136.89729595884086,27.254900514898747,1.9412078269106683,46.44274811069535,55.96
131,157,95,143.04122182738024,24.380633204135552,7.907228462034329,43.530614381828194,47.11
134,247,107,35.406858178824194,19.411830735822882,10.361333353895516,38.375318683495635,34.23
151,416,63,139.8994689946732,28.191128333001267,-1.043026499278091,47.953838233245214,56.73
146,100,64,170.77713044485915,14.175940738525895,8.725732515779173,11.256872860450917,44.34
95,447,96,34.11607771314766,36.94784881878118,-3.9954038686696944,39.448017002430475,51.73
117,289,67,139.9222511931237,34.879972154238516,10.280405599064204,23.209711173456213,44.46
117,290,101,129.00010080546014,19.52594343630211,6.063065308498706,46.24263542745461,45.4
133,411,108,87.8754304761405,38.58392582803883,9.861854310351976,20.667007866479103,59.61
173,216,87,15.136080597789702,34.75602302246705,-4.9967972075381075,38.99425997260068,36.0
119,233,90,18.07152310762445,29.989206575051192,-2.1256218039481274,45.10588078603126,25.84
151,157,68,154.17256535976335,13.652857333758243,1.6259095862503656,11.666272735307297,51.11
164,143,88,178.27596523136324,24.347020691442168,1.451549357370216,25.905903183681446,67.51
181,272,73,123.30914500768202,25.183226645402527,-1.1455834903003188,40.492361280877546,57.49
178,259,99,83.04270372680625,16.976540750961405,1.487402977742402,28.19675558030348,56.23
151,272,100,118.32538759533382,12.398961830779058,-2.809571895995668,20.69010519174381,59.21
186,416,81,109.01927536499544,33.30170891415078,2.0169391975224427,18.7922139529276,78.61
90,402,70,72.13214557098381,13.661051563731851,8.640023595707492,15.260730676655117,45.89
116,248,82,16.484575300452263,27.82872251685324,3.1441910727569713,44.285182394251294,63.1
151,179,60,148.76476579630216,38.093475216509816,-4.693998487931346,33.01421613006224,40.44
166,312,105,70.07086761677681,36.283155777941275,2.1645487068472065,13.05539779965824,68.59
92,302,96,148.2874875874914,18.332578712477833,-4.5380247264556495,25.303212942825418,57.1
159,351,80,49.18903119546689,35.54345912653796,11.426137982015568,24.709346032204394,38.43
161,328,85,5.180158972985844,10.009975183614682,-2.8332826898112273,17.269567628378518,47.47
116,263,105,32.81419957343239,10.530634288397717,7.030701547620518,27.42030501888763,43.45
98,326,95,86.99439793450226,28.07659491528595,11.537197489165457,23.28397461572546,55.31
151,246,82,170.25313611762022,20.943946574335882,9.042663878331721,23.6721482196873,59.97
126,119,60,22.883883446400823,21.593825234774414,6.888361377145463,39.56106231151835,40.7
186,146,99,154.48671053077405,26.933232720366476,9.270835461513038,18.930535420207853,51.74
140,332,74,97.22921683707587,15.753473667755816,11.69057778543067,35.67439835421422,61.33
133,404,80,149.5361340149819,16.352660519964353,5.562856453310003,32.825984955237395,64.93
113,113,106,57.21552542324871,24.53804761056594,4.506141716098551,32.72370049351469,19.61
168,242,68,151.9907538176826,32.62760633031589,5.680047877875783,36.520293845671034,58.22
148,100,68,140.2439865029408,28.58493254222763,4.055490074946434,31.935281447826156,50.13
121,153,69,45.259394530500934,18.920651447105165,5.79651480046522,45.17020459385539,47.91
185,358,85,27.98364712164116,22.910115325267636,2.6473175355335075,37.02320367801039,67.35
177,243,100,156.90950644315126,15.119942756499952,-1.286465890983779,31.878530054855524,71.86
141,111,94,173.5664143520231,12.238894430112452,-2.9557971493015143,43.190524811505796,43.73
151,429,84,10.477904905815343,33.48088122232448,-3.838204095951573,34.24586259733919,73.95
147,323,85,132.97226172039498,17.961622275645837,-0.523631676195599,21.64576991140716,70.45
141,371,70,164.1667894158682,15.332991635537446,-4.215899406292525,18.28379672706285,61.1
101,255,97,155.03801611618726,30.74854166707958,4.641903258629554,16.09311142650715,60.66
128,107,61,173.7910826472865,28.54155022861558,-0.17491640060015534,45.978208501844065,28.31
91,221,66,138.016463726667,28.99568878040392,9.017091737479547,38.40541727192263,49.52
92,447,77,82.4022834166593,16.866838145398408,-3.7379051591974304,47.49513752657283,65.42
145,263,86,59.59159833664783,16.97936615688043,-1.1520245961947388,34.13167222859772,60.58
170,189,93,61.129979576672305,16.624078893569173,7.41418450053248,28.9360352597965,55.42
148,235,86,131.7739677074705,15.212577869868834,5.179741038519355,12.388659558835574,64.73
91,285,76,135.52147710541877,29.67171017684969,-3.903648388764152,36.86569126184119,48.38
91,415,102,40.06285012102472,35.44047655748204,9.913070771757408,33.28835039072925,54.43
181,277,103,156.92149236084293,31.729524090299837,9.913449968045052,49.60835574350486,59.11
143,127,83,130.11170703539335,33.76280901281629,0.6169360658881553,19.56635111128972,46.75
176,319,84,103.48130011009196,22.143952872555992,0.7868993369426001,31.229494211473433,38.57
185,140,66,87.51818051793973,29.622273861159943,11.813482091952956,36.03829340472291,63.12
186,327,65,100.06574101324267,20.627087213343238,5.64499491708335,35.78364698969374,63.02
90,291,83,32.86800419887128,25.7651386590592,4.032380849657004,32.45174171793611,39.19
108,244,92,40.647718623347984,24.449045396045868,9.248587120382716,41.07712041308902,11.55
91,300,108,20.953785821083542,15.30661435431563,-0.1500642479256209,18.199248381072657,42.48
142,311,88,31.890156678194717,21.612362810068923,2.296104087738067,39.02508801097663,48.61
133,319,102,84.39638605592447,38.914668264470535,-0.4477965166983191,34.78938285732357,46.0
179,339,81,97.81201890244482,17.457407731448264,8.415734392008435,45.84300447178293,53.5
121,145,85,8.125831183705891,14.01411208838466,4.7469388757987065,43.88777756134327,30.06
159,134,87,144.43961987620483,22.55741864871806,6.200026192381198,22.60588156530213,38.21
121,352,109,56.47939533510863,33.71013207580444,-0.710776752730089,21.049492999006123,63.68
157,181,80,164.57130611798445,27.464446893399167,-1.256169876585643,49.26613295409791,39.91
144,355,108,174.3144711324111,30.429244817147335,3.3023686927099583,31.09060723661026,68.15
164,296,66,37.45530306841451,15.690845445240315,7.538617734578056,46.25683855657747,66.24
145,402,76,85.8670258839906,28.568445790231646,3.929075877842722,16.55524095121929,65.46
106,109,79,5.215571154124531,19.705011847344213,-4.445023481723633,35.71275659200697,29.84
127,411,100,109.70727139642472,35.02910097864303,9.76537560744491,42.39440749442345,69.89
113,385,108,111.27862844596746,28.878964180322086,-3.900322810242763,47.89580998345787,59.26
158,341,79,48.319492230590654,15.965688333258878,11.249016223252788,23.49360564068094,56.94
187,350,81,102.72221770205964,11.938500395322585,-4.572586709286364,38.9992467969621,54.85
159,104,87,44.4695249276537,11.278996278610983,6.805657754222048,31.55252036158476,35.85
175,218,99,33.14445708868326,21.142257029504222,-3.602479916899712,12.425157042658729,43.97
100,388,108,119.01590669039632,17.975534099629407,10.481501850397374,37.599989492357736,77.63
105,164,66,62.03695619161311,29.38270370387524,2.8953650158342272,37.60386232951374,46.37
186,245,60,108.29618930498393,24.98001504935855,-2.6620958281107385,47.22427219386148,36.77
162,323,91,80.81818107003973,17.980578340161422,0.7938668964273923,29.892497846758896,40.19
148,338,72,177.26149629550818,14.477133338505283,-2.1979805191050454,19.210036828420588,60.9
159,276,89,31.176612466824007,13.815992880623487,-2.1001075035294696,11.782552937947166,44.72
169,366,82,86.30475441126677,35.93981176421253,11.117841442914518,26.62568746743623,64.94
182,440,78,124.07990961288192,17.304339052146016,2.5691839088413992,22.076668003100075,81.66
92,381,91,74.22038967899452,29.55131943732905,8.409638486391113,40.44353224095502,59.91
109,162,89,175.5724740773707,34.32057783958798,5.873294540020591,24.170710593641864,49.53
148,316,88,131.33033488721364,28.422439335542084,6.499248159752668,47.962847852593754,77.23
125,441,108,119.97217507378629,35.78695694940838,-2.7612115459753452,48.49240811951137,50.68
108,414,104,137.48537183196407,21.771811645854235,-1.0188644041367434,34.83634360870832,63.94
179,382,88,171.71351165677547,38.68666571946845,8.374755697625428,47.14641148059532,66.93
156,276,89,163.86826427231202,13.994350125342908,11.50302551007131,40.434173780579826,74.82
108,197,75,131.74992892212208,13.064485889726143,-0.534514075822921,31.874385639005048,14.01
109,204,99,136.10328684272454,29.760764386223308,-0.3833309992323226,17.212317416911127,19.56
185,198,78,30.536362956150455,38.28493424239785,3.0392512577853825,28.3439177405536,53.37
160,410,77,22.988670786216495,34.266503849089844,11.725285318542443,32.43497853450471,79.44
141,105,60,104.90828782272875,12.292505783141543,-0.42769792094999204,44.55846322940041,43.55
122,296,73,8.2143364645945,18.38103141804149,1.9185224637824856,29.253335061426597,35.92
129,232,106,89.41236677152853,37.90956654513471,10.155160265599616,45.90698690711827,67.68
128,358,109,41.81117648580201,17.591752984023536,-4.950342445436846,36.973959160938755,37.67
171,122,61,65.55289933784692,33.43511271360758,-4.323978595194317,15.479962522146856,58.1
90,152,87,140.7658287637673,34.75396587786111,5.269218510210727,49.79925477300372,25.41
100,264,108,169.71656324066763,24.863563103829453,10.4254628001184,31.089306430156505,47.79
181,301,109,17.672847625609762,21.590467295449464,-0.9394367731672295,25.674331856363153,62.26
146,182,89,98.4923860458779,23.50373297259279,2.983910169572053,36.36455057878106,26.41
178,244,97,159.44336001843,16.808940830960925,2.6579101281829107,14.355732559241563,75.74
139,184,63,19.438993527073723,36.68172748386533,3.0405128836236734,35.461545870134174,36.94
112,177,60,149.28995820694593,23.518589701892736,5.582834827405668,29.92944001997092,45.24
120,100,67,67.61523641244749,36.47378321368299,2.9856439708416236,26.266962799943325,48.98
183,150,88,61.366572888383686,13.170804397188222,2.6069584024817827,48.12080084715597,31.31
131,272,98,176.05661760508752,39.64825813000394,3.062903147331429,30.90158866928213,71.81
188,304,62,40.15034072590148,23.298192623308548,5.044746501607706,18.764699178797535,78.49
96,359,91,126.30893964396917,11.434924611823163,4.129127301973092,28.358539175091945,46.57
105,387,69,148.75212740172663,11.140655447123647,9.520311960058573,46.775496182906906,75.88
179,133,69,12.207111673872543,32.38621772445516,-4.158553490607668,17.043818853223787,19.01
149,447,78,122.31745521202214,29.77106602611042,9.166390215041211,18.558281547529475,78.26
91,194,105,171.52124551218222,34.063916743827626,9.346718414399309,10.52118271028335,32.46
90,171,93,26.738494177410388,13.16102601858418,-0.1565636339736658,10.567601975830687,42.93
137,138,92,161.83872796988172,11.06712601106645,2.868483235269461,43.1756650783405,50.91
101,253,82,109.08591154096382,25.257378683427355,2.4551543051364035,39.28490427371823,71.51
158,349,87,112.90580182593295,21.627856944483085,-1.285332815979785,24.20164225807833,79.3
126,261,91,112.26523060148104,23.85840810012867,1.7455464004673802,37.93244628910291,47.79
121,217,109,57.29628010902992,39.74765226610822,-4.245407873095474,25.80823705239881,31.49
98,358,66,168.66031767740543,39.12249873012011,-0.27702476271051424,48.1158718399131,67.6
188,405,88,170.78633096043177,38.26946169019578,8.883596982662208,48.682107257041395,76.32
108,367,67,114.42831553744087,33.51528030303022,-0.1624408700307418,25.711751032373733,78.74
137,153,60,142.09897703978257,20.645240807706713,8.909513368720209,44.16887625363472,16.47
169,335,62,112.14514752920265,22.36392790788315,4.037190898275325,40.923561667898646,88.46
92,321,83,89.76972832545711,26.488481311567735,9.95766551513972,22.399997486871573,58.73
109,350,82,120.64352070236887,34.9160336921452,4.771252422495058,19.281593156044238,50.01
113,412,67,101.77525420359272,12.061384975548034,-4.495640207899423,28.329386015713354,68.08
143,211,106,109.55827596058776,22.728906576546642,6.482143528300517,41.25395362457625,63.19
122,354,96,142.17069684830085,12.47852990377806,-4.237489343599333,48.40671138914982,57.63
113,402,62,89.15817050357235,25.439727597205348,2.660149322713278,40.5431627546629,38.4
164,306,92,12.131968566182733,36.96702472018706,10.800253806042939,44.2082794007348,52.0
161,328,87,33.69990917316201,33.47454773691814,-2.1915330312565473,34.12257224682066,69.68
125,440,106,81.75626288566922,16.8352725262933,1.6278300000062496,43.41631323368504,68.69
127,165,67,131.84464797796022,39.27972548796377,7.4076252504241324,41.37683432013671,43.72
173,174,93,108.82376345428128,30.02051194139285,9.998395453612408,25.079421677051204,66.31
188,202,94,118.80148252785443,10.312830981922092,6.406031080622634,32.079612084828845,59.88
178,291,91,88.87381250085028,17.662404540556587,-0.6110546787501239,42.19012487958779,65.81
188,351,83,112.75485383989249,17.8213989975975,6.4683334995756745,11.842269367598256,61.73
114,325,73,62.57805161756588,12.077629188575798,0.04436989876952957,42.3231712942332,42.33
182,393,91,87.28195372191638,38.79479554227787,7.213296906918499,17.115524961960936,51.14
107,405,105,135.24883647911724,24.347658837277713,11.218563168945689,30.58734468485756,60.64
171,197,102,157.5707363202962,36.874437921156456,7.2636886688069,42.33101758223751,66.46
155,437,75,80.88968344236805,19.66646510333885,9.66896854951101,20.152843126267793,66.39
143,385,63,12.640790098788209,13.757007112984814,-4.964234666009982,19.83229757224612,61.07
124,434,96,33.292695225690466,24.230083297186418,7.1987261204371045,26.110575938490076,75.67
169,446,80,8.650699376019167,13.418699041429516,9.102988466709256,45.78571190310538,68.78
150,407,73,119.32102836653277,24.580465089326196,-4.310501461740416,10.017711257488315,73.44
130,348,90,63.15505943714406,37.60891543658224,9.81716136389992,46.055323865677394,41.69
189,265,107,99.93376125088932,25.623044255026382,-0.6361981187292205,16.152280985664312,54.56
